id_anon,cluster,perfil
10155035805,2,Alimentação Láctea com Mamadeira
10155035903,3,Alimentação Estabelecida com Alto Ultraprocessado
10155036105,8,Alimentação Estabelecida com Alto Ultraprocessado
10374028303,1,Alimentação Estabelecida Pobre em FV
10374031303,8,Alimentação Estabelecida com Alto Ultraprocessado
10374032303,1,Alimentação Estabelecida Pobre em FV
10374032304,4,Aleitamento Materno Exclusivo
10374032803,2,Alimentação Láctea com Mamadeira
10374033703,3,Alimentação Estabelecida com Alto Ultraprocessado
10374034404,8,Alimentação Estabelecida com Alto Ultraprocessado
10374034405,4,Aleitamento Materno Exclusivo
10374036503,9,Alimentação Estabelecida Pobre em FV
10374036703,9,Alimentação Estabelecida Pobre em FV
10374041303,3,Alimentação Estabelecida com Alto Ultraprocessado
10374041504,3,Alimentação Estabelecida com Alto Ultraprocessado
10805002803,4,Aleitamento Materno Exclusivo
10805006704,4,Aleitamento Materno Exclusivo
10805006705,3,Alimentação Estabelecida com Alto Ultraprocessado
10805007906,2,Alimentação Láctea com Mamadeira
10805008004,9,Alimentação Estabelecida Pobre em FV
10805008806,9,Alimentação Estabelecida Pobre em FV
10805008807,4,Aleitamento Materno Exclusivo
10805013106,2,Alimentação Láctea com Mamadeira
10805014403,9,Alimentação Estabelecida Pobre em FV
10805019505,8,Alimentação Estabelecida com Alto Ultraprocessado
10805020803,7,Alimentação Láctea Mista
10805021003,8,Alimentação Estabelecida com Alto Ultraprocessado
11049002704,1,Alimentação Estabelecida Pobre em FV
11049003302,9,Alimentação Estabelecida Pobre em FV
11049006102,1,Alimentação Estabelecida Pobre em FV
11049010203,4,Aleitamento Materno Exclusivo
11049022904,4,Aleitamento Materno Exclusivo
11049022905,6,Alimentação Estabelecida Pobre em FV
11049022906,9,Alimentação Estabelecida Pobre em FV
11049026404,4,Aleitamento Materno Exclusivo
11049035303,3,Alimentação Estabelecida com Alto Ultraprocessado
11049037703,8,Alimentação Estabelecida com Alto Ultraprocessado
11049038803,9,Alimentação Estabelecida Pobre em FV
11049039202,3,Alimentação Estabelecida com Alto Ultraprocessado
10611009104,8,Alimentação Estabelecida com Alto Ultraprocessado
10611013205,9,Alimentação Estabelecida Pobre em FV
10611013803,3,Alimentação Estabelecida com Alto Ultraprocessado
10611013804,8,Alimentação Estabelecida com Alto Ultraprocessado
10611017105,3,Alimentação Estabelecida com Alto Ultraprocessado
10611017106,1,Alimentação Estabelecida Pobre em FV
10611021205,8,Alimentação Estabelecida com Alto Ultraprocessado
10611023506,3,Alimentação Estabelecida com Alto Ultraprocessado
10611023603,8,Alimentação Estabelecida com Alto Ultraprocessado
10611027006,9,Alimentação Estabelecida Pobre em FV
10611027008,8,Alimentação Estabelecida com Alto Ultraprocessado
10611028007,8,Alimentação Estabelecida com Alto Ultraprocessado
10611030904,8,Alimentação Estabelecida com Alto Ultraprocessado
10854000108,4,Aleitamento Materno Exclusivo
10854000209,3,Alimentação Estabelecida com Alto Ultraprocessado
10854000907,0,Alimentação Láctea Mista
10854012407,3,Alimentação Estabelecida com Alto Ultraprocessado
10854012507,9,Alimentação Estabelecida Pobre em FV
10854012905,9,Alimentação Estabelecida Pobre em FV
10854013404,3,Alimentação Estabelecida com Alto Ultraprocessado
10854014303,0,Alimentação Láctea Mista
10854033905,4,Aleitamento Materno Exclusivo
10854034805,6,Alimentação Estabelecida Pobre em FV
10721004806,0,Alimentação Láctea Mista
10721007103,2,Alimentação Láctea com Mamadeira
10721011906,4,Aleitamento Materno Exclusivo
10721011907,9,Alimentação Estabelecida Pobre em FV
10721012305,9,Alimentação Estabelecida Pobre em FV
10721017005,9,Alimentação Estabelecida Pobre em FV
10721017006,4,Aleitamento Materno Exclusivo
10721022303,9,Alimentação Estabelecida Pobre em FV
10721023002,9,Alimentação Estabelecida Pobre em FV
10721023303,2,Alimentação Láctea com Mamadeira
10721023304,9,Alimentação Estabelecida Pobre em FV
10721024803,1,Alimentação Estabelecida Pobre em FV
10721026203,7,Alimentação Láctea Mista
10122003303,8,Alimentação Estabelecida com Alto Ultraprocessado
10122003803,5,Alimentação Láctea Mista
10122006803,9,Alimentação Estabelecida Pobre em FV
10122006903,3,Alimentação Estabelecida com Alto Ultraprocessado
10122006904,9,Alimentação Estabelecida Pobre em FV
10122007202,3,Alimentação Estabelecida com Alto Ultraprocessado
10122007602,8,Alimentação Estabelecida com Alto Ultraprocessado
10122007702,9,Alimentação Estabelecida Pobre em FV
10122007802,9,Alimentação Estabelecida Pobre em FV
10122016203,6,Alimentação Estabelecida Pobre em FV
10122016204,1,Alimentação Estabelecida Pobre em FV
10122018203,0,Alimentação Láctea Mista
10400000106,8,Alimentação Estabelecida com Alto Ultraprocessado
10400004405,4,Aleitamento Materno Exclusivo
10400004505,6,Alimentação Estabelecida Pobre em FV
10400009807,9,Alimentação Estabelecida Pobre em FV
10400018004,9,Alimentação Estabelecida Pobre em FV
10400027603,8,Alimentação Estabelecida com Alto Ultraprocessado
10400028206,9,Alimentação Estabelecida Pobre em FV
10400028207,2,Alimentação Láctea com Mamadeira
10400028605,4,Aleitamento Materno Exclusivo
10400028703,4,Aleitamento Materno Exclusivo
10400032505,2,Alimentação Láctea com Mamadeira
10461000804,1,Alimentação Estabelecida Pobre em FV
10461002303,8,Alimentação Estabelecida com Alto Ultraprocessado
10461017805,6,Alimentação Estabelecida Pobre em FV
10461017904,5,Alimentação Láctea Mista
10461018603,8,Alimentação Estabelecida com Alto Ultraprocessado
10461018807,9,Alimentação Estabelecida Pobre em FV
10461021303,4,Aleitamento Materno Exclusivo
10461023005,6,Alimentação Estabelecida Pobre em FV
10461023009,6,Alimentação Estabelecida Pobre em FV
10461023203,2,Alimentação Láctea com Mamadeira
10461023204,8,Alimentação Estabelecida com Alto Ultraprocessado
11349013708,8,Alimentação Estabelecida com Alto Ultraprocessado
11349015804,8,Alimentação Estabelecida com Alto Ultraprocessado
11349016004,9,Alimentação Estabelecida Pobre em FV
11349016104,9,Alimentação Estabelecida Pobre em FV
11349016209,8,Alimentação Estabelecida com Alto Ultraprocessado
11349018205,3,Alimentação Estabelecida com Alto Ultraprocessado
11349021405,8,Alimentação Estabelecida com Alto Ultraprocessado
11349022605,8,Alimentação Estabelecida com Alto Ultraprocessado
11349024905,9,Alimentação Estabelecida Pobre em FV
11349025104,9,Alimentação Estabelecida Pobre em FV
10075044805,8,Alimentação Estabelecida com Alto Ultraprocessado
10075047206,5,Alimentação Láctea Mista
10075050505,9,Alimentação Estabelecida Pobre em FV
10075051505,1,Alimentação Estabelecida Pobre em FV
10075051606,0,Alimentação Láctea Mista
10075051703,1,Alimentação Estabelecida Pobre em FV
10075054703,0,Alimentação Láctea Mista
10075069104,5,Alimentação Láctea Mista
10075072709,1,Alimentação Estabelecida Pobre em FV
10075074805,9,Alimentação Estabelecida Pobre em FV
10508031609,3,Alimentação Estabelecida com Alto Ultraprocessado
10508034505,6,Alimentação Estabelecida Pobre em FV
10508034506,9,Alimentação Estabelecida Pobre em FV
10508038403,8,Alimentação Estabelecida com Alto Ultraprocessado
10508039403,9,Alimentação Estabelecida Pobre em FV
10508040405,8,Alimentação Estabelecida com Alto Ultraprocessado
10508042403,3,Alimentação Estabelecida com Alto Ultraprocessado
10508043404,9,Alimentação Estabelecida Pobre em FV
10508044403,2,Alimentação Láctea com Mamadeira
10508046402,3,Alimentação Estabelecida com Alto Ultraprocessado
10508046403,8,Alimentação Estabelecida com Alto Ultraprocessado
10508047403,8,Alimentação Estabelecida com Alto Ultraprocessado
11116000103,8,Alimentação Estabelecida com Alto Ultraprocessado
11116000202,6,Alimentação Estabelecida Pobre em FV
11116000903,5,Alimentação Láctea Mista
11116001003,6,Alimentação Estabelecida Pobre em FV
11116001403,2,Alimentação Láctea com Mamadeira
11116001404,5,Alimentação Láctea Mista
11116002302,5,Alimentação Láctea Mista
11116027103,7,Alimentação Láctea Mista
11116027603,6,Alimentação Estabelecida Pobre em FV
11116027703,1,Alimentação Estabelecida Pobre em FV
11116027704,0,Alimentação Láctea Mista
11116027803,4,Aleitamento Materno Exclusivo
10986000403,1,Alimentação Estabelecida Pobre em FV
10986008203,3,Alimentação Estabelecida com Alto Ultraprocessado
10986008204,9,Alimentação Estabelecida Pobre em FV
10986021803,1,Alimentação Estabelecida Pobre em FV
10986024404,3,Alimentação Estabelecida com Alto Ultraprocessado
10986028603,8,Alimentação Estabelecida com Alto Ultraprocessado
10986030305,9,Alimentação Estabelecida Pobre em FV
10986034602,0,Alimentação Láctea Mista
10986041605,9,Alimentação Estabelecida Pobre em FV
10986051705,7,Alimentação Láctea Mista
10986051706,2,Alimentação Láctea com Mamadeira
10986052907,1,Alimentação Estabelecida Pobre em FV
10473007303,6,Alimentação Estabelecida Pobre em FV
10473008203,1,Alimentação Estabelecida Pobre em FV
10473018503,8,Alimentação Estabelecida com Alto Ultraprocessado
10473028803,8,Alimentação Estabelecida com Alto Ultraprocessado
10473030903,6,Alimentação Estabelecida Pobre em FV
10473034102,7,Alimentação Láctea Mista
10473034103,4,Aleitamento Materno Exclusivo
10473036202,1,Alimentação Estabelecida Pobre em FV
10473036803,3,Alimentação Estabelecida com Alto Ultraprocessado
10473041404,5,Alimentação Láctea Mista
10473042403,0,Alimentação Láctea Mista
10970000103,7,Alimentação Láctea Mista
10970007303,5,Alimentação Láctea Mista
10970008104,9,Alimentação Estabelecida Pobre em FV
10970008205,2,Alimentação Láctea com Mamadeira
10970008305,1,Alimentação Estabelecida Pobre em FV
10970013704,8,Alimentação Estabelecida com Alto Ultraprocessado
10970026904,5,Alimentação Láctea Mista
10970028102,9,Alimentação Estabelecida Pobre em FV
10970028103,9,Alimentação Estabelecida Pobre em FV
10970030004,8,Alimentação Estabelecida com Alto Ultraprocessado
10970030005,4,Aleitamento Materno Exclusivo
10970030504,4,Aleitamento Materno Exclusivo
11080001804,9,Alimentação Estabelecida Pobre em FV
11080002203,6,Alimentação Estabelecida Pobre em FV
11080005003,4,Aleitamento Materno Exclusivo
11080005105,9,Alimentação Estabelecida Pobre em FV
11080006202,8,Alimentação Estabelecida com Alto Ultraprocessado
11080007903,9,Alimentação Estabelecida Pobre em FV
11080007904,6,Alimentação Estabelecida Pobre em FV
11080032203,9,Alimentação Estabelecida Pobre em FV
11080034804,0,Alimentação Láctea Mista
11080036104,8,Alimentação Estabelecida com Alto Ultraprocessado
11080037402,9,Alimentação Estabelecida Pobre em FV
11080037403,9,Alimentação Estabelecida Pobre em FV
10569001805,5,Alimentação Láctea Mista
10569004005,8,Alimentação Estabelecida com Alto Ultraprocessado
10569004204,6,Alimentação Estabelecida Pobre em FV
10569006103,1,Alimentação Estabelecida Pobre em FV
10569006104,7,Alimentação Láctea Mista
10569014503,7,Alimentação Láctea Mista
10569019705,8,Alimentação Estabelecida com Alto Ultraprocessado
10569019706,5,Alimentação Láctea Mista
10569020702,3,Alimentação Estabelecida com Alto Ultraprocessado
10569021502,3,Alimentação Estabelecida com Alto Ultraprocessado
10569023502,7,Alimentação Láctea Mista
10569024304,3,Alimentação Estabelecida com Alto Ultraprocessado
11003000103,3,Alimentação Estabelecida com Alto Ultraprocessado
11003001106,8,Alimentação Estabelecida com Alto Ultraprocessado
11003003303,8,Alimentação Estabelecida com Alto Ultraprocessado
11003004109,8,Alimentação Estabelecida com Alto Ultraprocessado
11003009506,3,Alimentação Estabelecida com Alto Ultraprocessado
11003009507,3,Alimentação Estabelecida com Alto Ultraprocessado
11003027002,4,Aleitamento Materno Exclusivo
11003028007,8,Alimentação Estabelecida com Alto Ultraprocessado
11003029003,1,Alimentação Estabelecida Pobre em FV
11003029104,2,Alimentação Láctea com Mamadeira
11003036203,2,Alimentação Láctea com Mamadeira
10899002304,1,Alimentação Estabelecida Pobre em FV
10899002403,1,Alimentação Estabelecida Pobre em FV
10899002605,4,Aleitamento Materno Exclusivo
10899004603,9,Alimentação Estabelecida Pobre em FV
10899004604,4,Aleitamento Materno Exclusivo
10899005604,7,Alimentação Láctea Mista
10899013304,9,Alimentação Estabelecida Pobre em FV
10899014509,7,Alimentação Láctea Mista
10899014510,7,Alimentação Láctea Mista
10899015605,1,Alimentação Estabelecida Pobre em FV
10899024705,6,Alimentação Estabelecida Pobre em FV
10899025506,9,Alimentação Estabelecida Pobre em FV
11136007102,7,Alimentação Láctea Mista
11136009305,8,Alimentação Estabelecida com Alto Ultraprocessado
11136009402,2,Alimentação Láctea com Mamadeira
11136009403,9,Alimentação Estabelecida Pobre em FV
11136010303,1,Alimentação Estabelecida Pobre em FV
11136013003,9,Alimentação Estabelecida Pobre em FV
11136013502,8,Alimentação Estabelecida com Alto Ultraprocessado
11136015105,9,Alimentação Estabelecida Pobre em FV
11136018804,2,Alimentação Láctea com Mamadeira
11136019902,4,Aleitamento Materno Exclusivo
11136022207,0,Alimentação Láctea Mista
10985003205,4,Aleitamento Materno Exclusivo
10985003404,8,Alimentação Estabelecida com Alto Ultraprocessado
10985004006,9,Alimentação Estabelecida Pobre em FV
10985004204,9,Alimentação Estabelecida Pobre em FV
10985007305,8,Alimentação Estabelecida com Alto Ultraprocessado
10985007505,9,Alimentação Estabelecida Pobre em FV
10985007506,8,Alimentação Estabelecida com Alto Ultraprocessado
10985007507,8,Alimentação Estabelecida com Alto Ultraprocessado
10985022804,9,Alimentação Estabelecida Pobre em FV
10985023404,8,Alimentação Estabelecida com Alto Ultraprocessado
10985023905,9,Alimentação Estabelecida Pobre em FV
10985026804,1,Alimentação Estabelecida Pobre em FV
10238010403,6,Alimentação Estabelecida Pobre em FV
10238010404,4,Aleitamento Materno Exclusivo
10238027704,1,Alimentação Estabelecida Pobre em FV
10238032305,4,Aleitamento Materno Exclusivo
10238032606,6,Alimentação Estabelecida Pobre em FV
10238034904,2,Alimentação Láctea com Mamadeira
10238035704,6,Alimentação Estabelecida Pobre em FV
10238035705,6,Alimentação Estabelecida Pobre em FV
10238041203,7,Alimentação Láctea Mista
10238044803,5,Alimentação Láctea Mista
10238044905,5,Alimentação Láctea Mista
10238045110,6,Alimentação Estabelecida Pobre em FV
11004006904,3,Alimentação Estabelecida com Alto Ultraprocessado
11004012105,0,Alimentação Láctea Mista
11004039305,2,Alimentação Láctea com Mamadeira
11004043003,9,Alimentação Estabelecida Pobre em FV
11004045404,3,Alimentação Estabelecida com Alto Ultraprocessado
11004045405,4,Aleitamento Materno Exclusivo
11004047005,3,Alimentação Estabelecida com Alto Ultraprocessado
11004054803,8,Alimentação Estabelecida com Alto Ultraprocessado
11004054903,9,Alimentação Estabelecida Pobre em FV
11004054904,4,Aleitamento Materno Exclusivo
11004063908,8,Alimentação Estabelecida com Alto Ultraprocessado
11004070704,9,Alimentação Estabelecida Pobre em FV
10762011602,4,Aleitamento Materno Exclusivo
10762026105,8,Alimentação Estabelecida com Alto Ultraprocessado
10762033502,8,Alimentação Estabelecida com Alto Ultraprocessado
10762047002,1,Alimentação Estabelecida Pobre em FV
10762050403,6,Alimentação Estabelecida Pobre em FV
10762056006,8,Alimentação Estabelecida com Alto Ultraprocessado
10762056007,8,Alimentação Estabelecida com Alto Ultraprocessado
10762057003,9,Alimentação Estabelecida Pobre em FV
10762057004,6,Alimentação Estabelecida Pobre em FV
10762058905,3,Alimentação Estabelecida com Alto Ultraprocessado
10762058906,3,Alimentação Estabelecida com Alto Ultraprocessado
10762059803,8,Alimentação Estabelecida com Alto Ultraprocessado
10762074605,8,Alimentação Estabelecida com Alto Ultraprocessado
10386002405,1,Alimentação Estabelecida Pobre em FV
10386003805,6,Alimentação Estabelecida Pobre em FV
10386005302,5,Alimentação Láctea Mista
10386006405,3,Alimentação Estabelecida com Alto Ultraprocessado
10386011308,9,Alimentação Estabelecida Pobre em FV
10386011408,1,Alimentação Estabelecida Pobre em FV
10386013205,5,Alimentação Láctea Mista
10386014706,8,Alimentação Estabelecida com Alto Ultraprocessado
10386021503,2,Alimentação Láctea com Mamadeira
10386025904,3,Alimentação Estabelecida com Alto Ultraprocessado
10386025905,3,Alimentação Estabelecida com Alto Ultraprocessado
10186005205,8,Alimentação Estabelecida com Alto Ultraprocessado
10186006504,6,Alimentação Estabelecida Pobre em FV
10186016403,4,Aleitamento Materno Exclusivo
10186025604,1,Alimentação Estabelecida Pobre em FV
10186031507,1,Alimentação Estabelecida Pobre em FV
10186031604,1,Alimentação Estabelecida Pobre em FV
10186032905,8,Alimentação Estabelecida com Alto Ultraprocessado
10186039205,8,Alimentação Estabelecida com Alto Ultraprocessado
10186039303,5,Alimentação Láctea Mista
10186042405,7,Alimentação Láctea Mista
10159004103,1,Alimentação Estabelecida Pobre em FV
10159007503,8,Alimentação Estabelecida com Alto Ultraprocessado
10159013403,3,Alimentação Estabelecida com Alto Ultraprocessado
10159020105,1,Alimentação Estabelecida Pobre em FV
10159020106,2,Alimentação Láctea com Mamadeira
10159035403,7,Alimentação Láctea Mista
10159037704,8,Alimentação Estabelecida com Alto Ultraprocessado
10159039504,5,Alimentação Láctea Mista
10159046004,8,Alimentação Estabelecida com Alto Ultraprocessado
10159046810,9,Alimentação Estabelecida Pobre em FV
10159049206,8,Alimentação Estabelecida com Alto Ultraprocessado
11356003603,6,Alimentação Estabelecida Pobre em FV
11356010105,8,Alimentação Estabelecida com Alto Ultraprocessado
11356011408,9,Alimentação Estabelecida Pobre em FV
11356011409,2,Alimentação Láctea com Mamadeira
11356013204,8,Alimentação Estabelecida com Alto Ultraprocessado
11356023102,1,Alimentação Estabelecida Pobre em FV
11356024702,3,Alimentação Estabelecida com Alto Ultraprocessado
11356024804,9,Alimentação Estabelecida Pobre em FV
11356024805,9,Alimentação Estabelecida Pobre em FV
11356025402,4,Aleitamento Materno Exclusivo
11356030003,8,Alimentação Estabelecida com Alto Ultraprocessado
11356032802,3,Alimentação Estabelecida com Alto Ultraprocessado
11205002504,5,Alimentação Láctea Mista
11205013303,9,Alimentação Estabelecida Pobre em FV
11205013304,9,Alimentação Estabelecida Pobre em FV
11205017406,5,Alimentação Láctea Mista
11205017407,5,Alimentação Láctea Mista
11205017902,3,Alimentação Estabelecida com Alto Ultraprocessado
11205021104,1,Alimentação Estabelecida Pobre em FV
11205021105,5,Alimentação Láctea Mista
11205026602,5,Alimentação Láctea Mista
11205027702,2,Alimentação Láctea com Mamadeira
11205028902,9,Alimentação Estabelecida Pobre em FV
11205030303,7,Alimentação Láctea Mista
11205034106,1,Alimentação Estabelecida Pobre em FV
11205034107,2,Alimentação Láctea com Mamadeira
10451003802,2,Alimentação Láctea com Mamadeira
10451005204,2,Alimentação Láctea com Mamadeira
10451006404,7,Alimentação Láctea Mista
10451025602,1,Alimentação Estabelecida Pobre em FV
10451025705,1,Alimentação Estabelecida Pobre em FV
10451025706,8,Alimentação Estabelecida com Alto Ultraprocessado
10451028405,4,Aleitamento Materno Exclusivo
10451030204,6,Alimentação Estabelecida Pobre em FV
10451030205,1,Alimentação Estabelecida Pobre em FV
10451030206,2,Alimentação Láctea com Mamadeira
10451034503,2,Alimentação Láctea com Mamadeira
10451035103,7,Alimentação Láctea Mista
10451035104,2,Alimentação Láctea com Mamadeira
10451037503,3,Alimentação Estabelecida com Alto Ultraprocessado
10877000307,4,Aleitamento Materno Exclusivo
10877000504,3,Alimentação Estabelecida com Alto Ultraprocessado
10877002402,9,Alimentação Estabelecida Pobre em FV
10877006703,8,Alimentação Estabelecida com Alto Ultraprocessado
10877010003,6,Alimentação Estabelecida Pobre em FV
10877010102,7,Alimentação Láctea Mista
10877010403,8,Alimentação Estabelecida com Alto Ultraprocessado
10877014602,3,Alimentação Estabelecida com Alto Ultraprocessado
10877016505,8,Alimentação Estabelecida com Alto Ultraprocessado
10877017903,1,Alimentação Estabelecida Pobre em FV
10249002704,8,Alimentação Estabelecida com Alto Ultraprocessado
10249002705,4,Aleitamento Materno Exclusivo
10249006004,6,Alimentação Estabelecida Pobre em FV
10249008405,1,Alimentação Estabelecida Pobre em FV
10249014603,2,Alimentação Láctea com Mamadeira
10249035705,8,Alimentação Estabelecida com Alto Ultraprocessado
10249036605,3,Alimentação Estabelecida com Alto Ultraprocessado
10249036606,9,Alimentação Estabelecida Pobre em FV
10249036704,3,Alimentação Estabelecida com Alto Ultraprocessado
10249040904,9,Alimentação Estabelecida Pobre em FV
10249041802,5,Alimentação Láctea Mista
10249043106,3,Alimentação Estabelecida com Alto Ultraprocessado
10419001107,6,Alimentação Estabelecida Pobre em FV
10419004503,2,Alimentação Láctea com Mamadeira
10419004504,2,Alimentação Láctea com Mamadeira
10419012806,3,Alimentação Estabelecida com Alto Ultraprocessado
10419013505,5,Alimentação Láctea Mista
10419014403,8,Alimentação Estabelecida com Alto Ultraprocessado
10419017708,9,Alimentação Estabelecida Pobre em FV
10419018803,0,Alimentação Láctea Mista
10419023303,8,Alimentação Estabelecida com Alto Ultraprocessado
10419024703,8,Alimentação Estabelecida com Alto Ultraprocessado
10419026804,8,Alimentação Estabelecida com Alto Ultraprocessado
10332002605,3,Alimentação Estabelecida com Alto Ultraprocessado
10332004003,8,Alimentação Estabelecida com Alto Ultraprocessado
10332004106,5,Alimentação Láctea Mista
10332004107,2,Alimentação Láctea com Mamadeira
10332014402,8,Alimentação Estabelecida com Alto Ultraprocessado
10332027704,4,Aleitamento Materno Exclusivo
10332029605,5,Alimentação Láctea Mista
10332036704,9,Alimentação Estabelecida Pobre em FV
10332037502,9,Alimentação Estabelecida Pobre em FV
10332042106,3,Alimentação Estabelecida com Alto Ultraprocessado
10332042804,8,Alimentação Estabelecida com Alto Ultraprocessado
10681006306,4,Aleitamento Materno Exclusivo
10681011205,3,Alimentação Estabelecida com Alto Ultraprocessado
10681035303,5,Alimentação Láctea Mista
10681035402,6,Alimentação Estabelecida Pobre em FV
10681035403,4,Aleitamento Materno Exclusivo
10681040603,7,Alimentação Láctea Mista
10681043205,1,Alimentação Estabelecida Pobre em FV
10681043206,4,Aleitamento Materno Exclusivo
10681043303,4,Aleitamento Materno Exclusivo
10681043304,8,Alimentação Estabelecida com Alto Ultraprocessado
10681046204,6,Alimentação Estabelecida Pobre em FV
10681046303,7,Alimentação Láctea Mista
10681047103,6,Alimentação Estabelecida Pobre em FV
10681047104,4,Aleitamento Materno Exclusivo
10681051603,6,Alimentação Estabelecida Pobre em FV
10681051604,6,Alimentação Estabelecida Pobre em FV
11331004503,9,Alimentação Estabelecida Pobre em FV
11331012802,8,Alimentação Estabelecida com Alto Ultraprocessado
11331012803,8,Alimentação Estabelecida com Alto Ultraprocessado
11331020002,9,Alimentação Estabelecida Pobre em FV
11331020102,8,Alimentação Estabelecida com Alto Ultraprocessado
11331027905,4,Aleitamento Materno Exclusivo
11331028303,4,Aleitamento Materno Exclusivo
11331030706,5,Alimentação Láctea Mista
11331030707,4,Aleitamento Materno Exclusivo
11331031007,9,Alimentação Estabelecida Pobre em FV
11331034004,6,Alimentação Estabelecida Pobre em FV
11331034005,6,Alimentação Estabelecida Pobre em FV
11331035305,6,Alimentação Estabelecida Pobre em FV
10288001203,1,Alimentação Estabelecida Pobre em FV
10288002303,1,Alimentação Estabelecida Pobre em FV
10288005004,1,Alimentação Estabelecida Pobre em FV
10288005005,2,Alimentação Láctea com Mamadeira
10288007203,7,Alimentação Láctea Mista
10288007605,6,Alimentação Estabelecida Pobre em FV
10288010002,1,Alimentação Estabelecida Pobre em FV
10288010003,6,Alimentação Estabelecida Pobre em FV
10288013503,3,Alimentação Estabelecida com Alto Ultraprocessado
10288014005,2,Alimentação Láctea com Mamadeira
10288014805,8,Alimentação Estabelecida com Alto Ultraprocessado
10288015804,6,Alimentação Estabelecida Pobre em FV
10288015805,9,Alimentação Estabelecida Pobre em FV
10288016204,5,Alimentação Láctea Mista
10288016904,1,Alimentação Estabelecida Pobre em FV
10547029903,3,Alimentação Estabelecida com Alto Ultraprocessado
10869005802,6,Alimentação Estabelecida Pobre em FV
10869005902,5,Alimentação Láctea Mista
10869005904,9,Alimentação Estabelecida Pobre em FV
10869017103,8,Alimentação Estabelecida com Alto Ultraprocessado
10869038402,8,Alimentação Estabelecida com Alto Ultraprocessado
10869042803,6,Alimentação Estabelecida Pobre em FV
11105001402,4,Aleitamento Materno Exclusivo
11105006404,3,Alimentação Estabelecida com Alto Ultraprocessado
11105006405,9,Alimentação Estabelecida Pobre em FV
11105006602,4,Aleitamento Materno Exclusivo
11105007202,0,Alimentação Láctea Mista
11105008602,1,Alimentação Estabelecida Pobre em FV
11105013402,6,Alimentação Estabelecida Pobre em FV
11105017802,4,Aleitamento Materno Exclusivo
11105027202,4,Aleitamento Materno Exclusivo
11105027203,1,Alimentação Estabelecida Pobre em FV
11105030002,0,Alimentação Láctea Mista
11105030102,4,Aleitamento Materno Exclusivo
11362003305,9,Alimentação Estabelecida Pobre em FV
11362004803,8,Alimentação Estabelecida com Alto Ultraprocessado
11362005104,4,Aleitamento Materno Exclusivo
11362005503,1,Alimentação Estabelecida Pobre em FV
11362007403,7,Alimentação Láctea Mista
11362010204,5,Alimentação Láctea Mista
11362010205,2,Alimentação Láctea com Mamadeira
11362016004,3,Alimentação Estabelecida com Alto Ultraprocessado
11362017103,0,Alimentação Láctea Mista
11362017503,7,Alimentação Láctea Mista
11362020502,5,Alimentação Láctea Mista
10223014402,3,Alimentação Estabelecida com Alto Ultraprocessado
10223014403,1,Alimentação Estabelecida Pobre em FV
10223017802,5,Alimentação Láctea Mista
10223017902,7,Alimentação Láctea Mista
10223018402,1,Alimentação Estabelecida Pobre em FV
10223022002,9,Alimentação Estabelecida Pobre em FV
10223023802,7,Alimentação Láctea Mista
10223023803,5,Alimentação Láctea Mista
10223029802,9,Alimentação Estabelecida Pobre em FV
10223029803,4,Aleitamento Materno Exclusivo
10223029902,2,Alimentação Láctea com Mamadeira
10223037902,2,Alimentação Láctea com Mamadeira
10223038003,7,Alimentação Láctea Mista
10938009004,9,Alimentação Estabelecida Pobre em FV
10938011203,2,Alimentação Láctea com Mamadeira
10938011907,4,Aleitamento Materno Exclusivo
10938026906,9,Alimentação Estabelecida Pobre em FV
10938026907,4,Aleitamento Materno Exclusivo
10938033603,9,Alimentação Estabelecida Pobre em FV
10938033804,4,Aleitamento Materno Exclusivo
10938035103,1,Alimentação Estabelecida Pobre em FV
10938035104,1,Alimentação Estabelecida Pobre em FV
10938058706,9,Alimentação Estabelecida Pobre em FV
10938062504,2,Alimentação Láctea com Mamadeira
10938071208,1,Alimentação Estabelecida Pobre em FV
10305000102,8,Alimentação Estabelecida com Alto Ultraprocessado
10305004002,4,Aleitamento Materno Exclusivo
10305010102,3,Alimentação Estabelecida com Alto Ultraprocessado
10305011702,9,Alimentação Estabelecida Pobre em FV
10305014402,0,Alimentação Láctea Mista
10305014403,5,Alimentação Láctea Mista
10305025002,0,Alimentação Láctea Mista
10305025003,0,Alimentação Láctea Mista
10305025004,2,Alimentação Láctea com Mamadeira
10305025602,4,Aleitamento Materno Exclusivo
10305032402,3,Alimentação Estabelecida com Alto Ultraprocessado
10305032404,5,Alimentação Láctea Mista
10305033902,8,Alimentação Estabelecida com Alto Ultraprocessado
10305036002,0,Alimentação Láctea Mista
10832000102,8,Alimentação Estabelecida com Alto Ultraprocessado
10832000104,3,Alimentação Estabelecida com Alto Ultraprocessado
10832001002,3,Alimentação Estabelecida com Alto Ultraprocessado
10832002702,0,Alimentação Láctea Mista
10832004002,3,Alimentação Estabelecida com Alto Ultraprocessado
10832004402,2,Alimentação Láctea com Mamadeira
10832004404,8,Alimentação Estabelecida com Alto Ultraprocessado
10832007202,3,Alimentação Estabelecida com Alto Ultraprocessado
10832007203,9,Alimentação Estabelecida Pobre em FV
10832007204,2,Alimentação Láctea com Mamadeira
10832014702,8,Alimentação Estabelecida com Alto Ultraprocessado
10832020502,8,Alimentação Estabelecida com Alto Ultraprocessado
10832020503,8,Alimentação Estabelecida com Alto Ultraprocessado
