id_anon,cluster,b05a_idade_em_meses,idade_numerica
10216008002,6,58 meses,58.0
10216008003,6,36 meses,36.0
10216011202,2,3 meses,3.0
10216014905,0,58 meses,58.0
10216023002,7,51 meses,51.0
10216023102,4,0 meses,0.0
10216026802,0,28 meses,28.0
10216026803,2,8 meses,8.0
10216027302,0,49 meses,49.0
10216027303,2,10 meses,10.0
10216029802,2,19 meses,19.0
10895028907,5,22 meses,22.0
10895040903,5,21 meses,21.0
10895053102,3,52 meses,52.0
10895056603,2,8 meses,8.0
10895061304,4,1 mês,1.0
10895064306,2,1 mês,1.0
10895077403,3,50 meses,50.0
10895077404,7,7 meses,7.0
10895087103,4,1 mês,1.0
10895104204,5,7 meses,7.0
10895111207,4,4 meses,4.0
10781001103,0,39 meses,39.0
10781001303,9,31 meses,31.0
10781005403,3,54 meses,54.0
10781005404,3,26 meses,26.0
10781010704,9,22 meses,22.0
10781012003,8,17 meses,17.0
10781013204,5,36 meses,36.0
10781018002,9,11 meses,11.0
10781024003,8,19 meses,19.0
10781028403,4,7 meses,7.0
10781029504,7,8 meses,8.0
10566006602,7,40 meses,40.0
10566006604,4,9 meses,9.0
10566008602,1,41 meses,41.0
10566010002,2,33 meses,33.0
10566025702,7,10 meses,10.0
10566025703,6,36 meses,36.0
10566050302,7,53 meses,53.0
10566050902,0,59 meses,59.0
10566052502,4,10 meses,10.0
10566053102,3,23 meses,23.0
10566053402,6,49 meses,49.0
10566053403,7,58 meses,58.0
10566053902,7,24 meses,24.0
10566053903,7,52 meses,52.0
10137001003,8,34 meses,34.0
10137001206,4,2 meses,2.0
10137004003,5,9 meses,9.0
10137008203,9,56 meses,56.0
10137015603,4,17 meses,17.0
10137015604,6,44 meses,44.0
10137021503,5,15 meses,15.0
10137021903,7,51 meses,51.0
10137033704,0,10 meses,10.0
10137036703,8,32 meses,32.0
10137041403,7,58 meses,58.0
10331040203,8,21 meses,21.0
10331041202,8,37 meses,37.0
10331042202,8,20 meses,20.0
10331042203,3,37 meses,37.0
10331050103,9,26 meses,26.0
10331054102,9,41 meses,41.0
10331055102,9,34 meses,34.0
10331063204,9,36 meses,36.0
10331063205,9,10 meses,10.0
10331065302,5,8 meses,8.0
10331066206,4,2 meses,2.0
10331066207,3,27 meses,27.0
10331066408,4,4 meses,4.0
10921002004,9,37 meses,37.0
10921007505,7,26 meses,26.0
10921013603,7,36 meses,36.0
10921013905,3,53 meses,53.0
10921015904,4,35 meses,35.0
10921016304,9,38 meses,38.0
10921016305,2,13 meses,13.0
10921017005,7,44 meses,44.0
10921018205,5,23 meses,23.0
10921019405,9,56 meses,56.0
10921021005,4,2 meses,2.0
10412004105,5,18 meses,18.0
10412005306,2,13 meses,13.0
10412005703,5,15 meses,15.0
10412006703,0,28 meses,28.0
10412009103,5,52 meses,52.0
10412009104,5,46 meses,46.0
10412009105,2,6 meses,6.0
10412009204,2,5 meses,5.0
10412010803,9,50 meses,50.0
10412010804,9,29 meses,29.0
10412010805,5,15 meses,15.0
10412013907,2,4 meses,4.0
10412014205,5,58 meses,58.0
10412015005,8,51 meses,51.0
10716001005,1,8 meses,8.0
10716006604,2,6 meses,6.0
10716008502,2,13 meses,13.0
10716008806,0,35 meses,35.0
10716010903,5,53 meses,53.0
10716012506,7,32 meses,32.0
10716012507,7,20 meses,20.0
10716012508,4,3 meses,3.0
10716016206,6,58 meses,58.0
10716016207,4,1 mês,1.0
10716022305,5,49 meses,49.0
10716025103,9,50 meses,50.0
10716025104,2,6 meses,6.0
10716027304,0,45 meses,45.0
11185006905,2,4 meses,4.0
11185007003,5,32 meses,32.0
11185010804,3,37 meses,37.0
11185011504,7,33 meses,33.0
11185012606,2,10 meses,10.0
11185018605,4,17 meses,17.0
11185018804,9,47 meses,47.0
11185021303,9,25 meses,25.0
11185024003,3,22 meses,22.0
11185031503,0,9 meses,9.0
10799004105,1,29 meses,29.0
10799007406,3,27 meses,27.0
10799008402,8,47 meses,47.0
10799008505,5,8 meses,8.0
10799010303,5,11 meses,11.0
10799012202,5,41 meses,41.0
10799014103,5,12 meses,12.0
10799017706,9,39 meses,39.0
10799017707,4,4 meses,4.0
10799020303,0,41 meses,41.0
10799020304,5,8 meses,8.0
10799020407,3,38 meses,38.0
10902001106,7,52 meses,52.0
10902001207,5,11 meses,11.0
10902004506,4,0 meses,0.0
10902006404,9,11 meses,11.0
10902009205,4,2 meses,2.0
10902011405,4,0 meses,0.0
10902018107,0,44 meses,44.0
10902030103,8,58 meses,58.0
10902034606,5,17 meses,17.0
10902043005,7,18 meses,18.0
10158003504,0,57 meses,57.0
10158004904,4,15 meses,15.0
10158010904,8,42 meses,42.0
10158014303,9,40 meses,40.0
10158014304,9,13 meses,13.0
10158014305,8,57 meses,57.0
10158022905,5,23 meses,23.0
10158034405,5,22 meses,22.0
10158035605,2,5 meses,5.0
10158045103,0,42 meses,42.0
10158045104,0,59 meses,59.0
10158045203,0,29 meses,29.0
10158048305,0,56 meses,56.0
10158048306,4,1 mês,1.0
10352002603,5,13 meses,13.0
10352002707,4,3 meses,3.0
10352031003,2,7 meses,7.0
10352031303,7,46 meses,46.0
10352031304,4,2 meses,2.0
10352032408,3,23 meses,23.0
10352036505,6,53 meses,53.0
10352040805,1,53 meses,53.0
10352043404,5,40 meses,40.0
10352050205,1,47 meses,47.0
10352054205,7,54 meses,54.0
10522040604,9,27 meses,27.0
10522040612,0,17 meses,17.0
10522045804,0,34 meses,34.0
10522047803,0,24 meses,24.0
10522049006,5,25 meses,25.0
10522050204,4,1 mês,1.0
10522053703,6,57 meses,57.0
10522055803,3,46 meses,46.0
10522058004,0,32 meses,32.0
10522060003,3,35 meses,35.0
10522067303,4,8 meses,8.0
11249007406,9,58 meses,58.0
11249012805,8,19 meses,19.0
11249016203,9,59 meses,59.0
11249016204,6,37 meses,37.0
11249017204,8,55 meses,55.0
11249019104,5,28 meses,28.0
11249030904,9,34 meses,34.0
11249034804,6,29 meses,29.0
11249034905,9,56 meses,56.0
11249034906,9,44 meses,44.0
11249035004,8,24 meses,24.0
11249038206,4,2 meses,2.0
10438002205,9,39 meses,39.0
10438003704,4,4 meses,4.0
10438006507,2,9 meses,9.0
10438009403,7,23 meses,23.0
10438014004,5,56 meses,56.0
10438020406,7,44 meses,44.0
10438021804,6,28 meses,28.0
10438034107,3,23 meses,23.0
10438034108,4,4 meses,4.0
10438035103,2,13 meses,13.0
10438038604,5,15 meses,15.0
11066003904,4,1 mês,1.0
11066009304,9,47 meses,47.0
11066044505,1,18 meses,18.0
10884004005,5,27 meses,27.0
10884008905,9,33 meses,33.0
10884013004,9,25 meses,25.0
10884016703,4,3 meses,3.0
10884019104,2,1 mês,1.0
10884019304,2,3 meses,3.0
10884023003,8,17 meses,17.0
10884024503,8,52 meses,52.0
10884024504,5,31 meses,31.0
10884027903,2,7 meses,7.0
10884028004,3,50 meses,50.0
11254002903,7,51 meses,51.0
11254012204,8,48 meses,48.0
11254014904,0,38 meses,38.0
11254022808,8,9 meses,9.0
11254022809,9,37 meses,37.0
11254022811,9,29 meses,29.0
11254027804,9,56 meses,56.0
11254027805,9,32 meses,32.0
11254028804,7,28 meses,28.0
11254032406,5,18 meses,18.0
11254032407,4,8 meses,8.0
11254032605,4,4 meses,4.0
11254033705,0,49 meses,49.0
11254035105,5,46 meses,46.0
10539004502,5,31 meses,31.0
10539006005,9,52 meses,52.0
10539007005,2,4 meses,4.0
10539007006,2,4 meses,4.0
10539010305,0,44 meses,44.0
10539012204,8,17 meses,17.0
10539014006,9,40 meses,40.0
10539014205,5,14 meses,14.0
10539015103,4,2 meses,2.0
10539026705,5,43 meses,43.0
10539033003,0,42 meses,42.0
10307007204,1,34 meses,34.0
10307013704,2,14 meses,14.0
10307031903,6,45 meses,45.0
10442002005,0,23 meses,23.0
10442007204,7,55 meses,55.0
10442007205,7,35 meses,35.0
10442009505,2,8 meses,8.0
10442010303,1,54 meses,54.0
10442012305,2,6 meses,6.0
10442013405,0,30 meses,30.0
10442013504,1,41 meses,41.0
10442013505,4,0 meses,0.0
10442016105,8,16 meses,16.0
10442018307,2,31 meses,31.0
10442024004,7,43 meses,43.0
10878001303,0,41 meses,41.0
10878006804,1,38 meses,38.0
10878007504,6,48 meses,48.0
10878007505,8,7 meses,7.0
10878014505,7,16 meses,16.0
10878017804,2,36 meses,36.0
10878018703,5,28 meses,28.0
10878018704,4,5 meses,5.0
10878021104,5,24 meses,24.0
10878026203,8,45 meses,45.0
10878029403,0,41 meses,41.0
10878030107,3,28 meses,28.0
10465022103,8,53 meses,53.0
10465022104,8,30 meses,30.0
10465054703,0,12 meses,12.0
10717004002,5,16 meses,16.0
10717011002,2,16 meses,16.0
10717028105,2,23 meses,23.0
10717037005,0,59 meses,59.0
10717037006,5,24 meses,24.0
10717037904,8,44 meses,44.0
10717038003,9,20 meses,20.0
10698005105,1,54 meses,54.0
10698010804,8,54 meses,54.0
10698012605,3,49 meses,49.0
10698030304,7,9 meses,9.0
10698033905,5,35 meses,35.0
10698040003,9,24 meses,24.0
10698041704,2,6 meses,6.0
10698044103,5,36 meses,36.0
10698047604,5,39 meses,39.0
10698049002,2,5 meses,5.0
10711003103,2,6 meses,6.0
10711004802,4,0 meses,0.0
10711010603,5,14 meses,14.0
10711012904,2,4 meses,4.0
10711013704,7,49 meses,49.0
10711018803,2,4 meses,4.0
10711023603,4,24 meses,24.0
10711028306,5,14 meses,14.0
10711040503,7,16 meses,16.0
10711043102,0,59 meses,59.0
10163000304,5,25 meses,25.0
10163000404,7,32 meses,32.0
10163000703,8,37 meses,37.0
10163001302,9,32 meses,32.0
10163002302,7,31 meses,31.0
10163002404,3,56 meses,56.0
10163002405,3,14 meses,14.0
10163016206,9,22 meses,22.0
10737002807,8,26 meses,26.0
10737004503,4,1 mês,1.0
10737008305,7,5 meses,5.0
10737010604,5,39 meses,39.0
10737016704,7,52 meses,52.0
10737016705,7,20 meses,20.0
10737019004,8,52 meses,52.0
10737019903,8,12 meses,12.0
10737024505,3,46 meses,46.0
10737034705,9,49 meses,49.0
10737034903,8,23 meses,23.0
10737034904,4,3 meses,3.0
10017008104,8,39 meses,39.0
10017016903,4,0 meses,0.0
10017022604,5,47 meses,47.0
10017022605,5,21 meses,21.0
10017023504,8,32 meses,32.0
10017023906,9,43 meses,43.0
10017024006,8,25 meses,25.0
10017026104,5,34 meses,34.0
10017028606,8,13 meses,13.0
10017029003,8,22 meses,22.0
10017029103,8,19 meses,19.0
10844000104,9,18 meses,18.0
10844003603,8,55 meses,55.0
10844007303,8,25 meses,25.0
10844007804,2,33 meses,33.0
10844008004,8,44 meses,44.0
10844008704,8,41 meses,41.0
10844008705,4,2 meses,2.0
10844009704,8,47 meses,47.0
10844010103,4,1 mês,1.0
10844011503,8,21 meses,21.0
10844014504,6,32 meses,32.0
10395000904,8,24 meses,24.0
10395008903,2,0 meses,0.0
10395008904,2,0 meses,0.0
10395012904,8,31 meses,31.0
10395017205,7,33 meses,33.0
10395019306,2,4 meses,4.0
10395019804,8,16 meses,16.0
10395022605,8,31 meses,31.0
10395026604,9,5 meses,5.0
10395027503,5,18 meses,18.0
10395028104,2,8 meses,8.0
10627009405,7,41 meses,41.0
10627009603,4,0 meses,0.0
10627015802,4,4 meses,4.0
10627015803,6,28 meses,28.0
10627015903,4,6 meses,6.0
10627019804,4,9 meses,9.0
10627020203,7,9 meses,9.0
10627025902,6,55 meses,55.0
10627026003,7,22 meses,22.0
10627026202,7,29 meses,29.0
10627026603,1,26 meses,26.0
10735010903,2,7 meses,7.0
10735011104,7,39 meses,39.0
10604003705,1,56 meses,56.0
10604004203,7,15 meses,15.0
10604005104,5,44 meses,44.0
10604015602,2,16 meses,16.0
10604018005,5,10 meses,10.0
10604019903,7,15 meses,15.0
10604020308,1,59 meses,59.0
10604027403,2,3 meses,3.0
10604032503,5,33 meses,33.0
10604032504,4,3 meses,3.0
10604032603,0,42 meses,42.0
11152000202,5,28 meses,28.0
11152005802,9,12 meses,12.0
11152013004,2,18 meses,18.0
11152015602,5,16 meses,16.0
11152021802,5,19 meses,19.0
11152021803,4,2 meses,2.0
11152034802,5,17 meses,17.0
11152041802,4,3 meses,3.0
11152041803,1,35 meses,35.0
11152041902,3,31 meses,31.0
11152043702,2,5 meses,5.0
11152044502,5,48 meses,48.0
11152044503,5,31 meses,31.0
10020004402,5,24 meses,24.0
10020010305,5,42 meses,42.0
10020012803,8,15 meses,15.0
10020013303,8,36 meses,36.0
10020016402,5,56 meses,56.0
10020018202,2,7 meses,7.0
10020019303,0,28 meses,28.0
10020019304,4,2 meses,2.0
10020020705,1,37 meses,37.0
10020022403,6,51 meses,51.0
10020022602,9,53 meses,53.0
10020022603,4,9 meses,9.0
10404018702,5,44 meses,44.0
10404021205,8,23 meses,23.0
10404024004,0,29 meses,29.0
10404025404,3,59 meses,59.0
10404025405,8,44 meses,44.0
10404028503,5,13 meses,13.0
10404033404,3,52 meses,52.0
10404033505,0,10 meses,10.0
10404034706,7,16 meses,16.0
10404036807,4,4 meses,4.0
10404050707,5,45 meses,45.0
11179004304,5,32 meses,32.0
11179004305,2,3 meses,3.0
11179011303,9,48 meses,48.0
11179015805,3,36 meses,36.0
11179017104,5,13 meses,13.0
11179030403,5,55 meses,55.0
11179036904,7,25 meses,25.0
11179038603,5,7 meses,7.0
11179041503,8,26 meses,26.0
11179041504,8,26 meses,26.0
11179043907,0,21 meses,21.0
11179044103,4,4 meses,4.0
10897033705,8,36 meses,36.0
11026003204,9,25 meses,25.0
11026006604,8,45 meses,45.0
11026007205,5,37 meses,37.0
11026009305,5,22 meses,22.0
11026009603,5,25 meses,25.0
11026030305,9,31 meses,31.0
11026030306,2,6 meses,6.0
11026030403,5,49 meses,49.0
11026030404,2,7 meses,7.0
11026031704,1,25 meses,25.0
11026034606,0,58 meses,58.0
11026034607,4,6 meses,6.0
11026037005,8,47 meses,47.0
11026037006,8,30 meses,30.0
11145008004,8,43 meses,43.0
11145018803,9,42 meses,42.0
11145027502,1,45 meses,45.0
10398002202,8,40 meses,40.0
10398002204,8,34 meses,34.0
10398003003,8,22 meses,22.0
10398061002,5,13 meses,13.0
10398083004,8,45 meses,45.0
10398084503,8,23 meses,23.0
10398084802,3,53 meses,53.0
10398086503,8,36 meses,36.0
10398086504,8,36 meses,36.0
10398092602,8,16 meses,16.0
10398092603,8,42 meses,42.0
10398101004,4,0 meses,0.0
10398101302,5,26 meses,26.0
11197000202,9,24 meses,24.0
11197001405,4,29 meses,29.0
11197002203,6,41 meses,41.0
11197010303,3,35 meses,35.0
11197013904,1,27 meses,27.0
11197015003,7,19 meses,19.0
11197023803,8,26 meses,26.0
11197024703,5,44 meses,44.0
11197027005,8,26 meses,26.0
11197027506,4,3 meses,3.0
11322003705,9,51 meses,51.0
11322003706,4,4 meses,4.0
11322008003,7,19 meses,19.0
11322010803,5,52 meses,52.0
11322018907,1,40 meses,40.0
11322021104,1,28 meses,28.0
11322069502,4,6 meses,6.0
11322070405,2,48 meses,48.0
11322073603,5,21 meses,21.0
11322076605,5,26 meses,26.0
11322080202,4,5 meses,5.0
11322080203,6,47 meses,47.0
10019003502,7,33 meses,33.0
10019004902,1,47 meses,47.0
10019010504,5,59 meses,59.0
10019025004,2,7 meses,7.0
10019026403,2,17 meses,17.0
10019027403,4,0 meses,0.0
10019027404,5,46 meses,46.0
10019030703,2,27 meses,27.0
10019031703,5,10 meses,10.0
10019031803,2,9 meses,9.0
10019038406,7,36 meses,36.0
10382016704,5,49 meses,49.0
10382016903,3,51 meses,51.0
10382016904,8,15 meses,15.0
10382017202,5,31 meses,31.0
10382018103,6,56 meses,56.0
10382018703,5,34 meses,34.0
10382019003,6,56 meses,56.0
10382019805,4,1 mês,1.0
10382021603,8,19 meses,19.0
10382025903,6,30 meses,30.0
10382034303,7,51 meses,51.0
10344026004,7,44 meses,44.0
10344029604,0,50 meses,50.0
10344039403,8,31 meses,31.0
10344045204,2,5 meses,5.0
10344049004,0,41 meses,41.0
10172037205,9,36 meses,36.0
11083006603,5,48 meses,48.0
11083012107,8,34 meses,34.0
11083019604,5,57 meses,57.0
11083022305,3,42 meses,42.0
11083033704,5,13 meses,13.0
11083034806,5,41 meses,41.0
11083035904,5,14 meses,14.0
11083036006,5,23 meses,23.0
11083037804,4,3 meses,3.0
11083043603,0,18 meses,18.0
11083049907,3,34 meses,34.0
10743001504,5,34 meses,34.0
10743004804,0,26 meses,26.0
10743005504,5,31 meses,31.0
10743006507,5,27 meses,27.0
10743015203,8,41 meses,41.0
10743015204,8,41 meses,41.0
10743022604,3,47 meses,47.0
10743022804,7,54 meses,54.0
10743022805,8,6 meses,6.0
10743042505,5,17 meses,17.0
11352000103,5,26 meses,26.0
11352033803,8,16 meses,16.0
11352036103,1,29 meses,29.0
11352036104,9,53 meses,53.0
11352040903,4,0 meses,0.0
11352041505,8,40 meses,40.0
11352042204,2,6 meses,6.0
11352042805,5,49 meses,49.0
11352043003,7,53 meses,53.0
11352050705,1,37 meses,37.0
11352050903,5,30 meses,30.0
10449000604,9,48 meses,48.0
10449005104,2,6 meses,6.0
10449009105,7,46 meses,46.0
10449011803,9,58 meses,58.0
10449011804,9,30 meses,30.0
10449012704,7,54 meses,54.0
10449012705,7,28 meses,28.0
10449016004,5,29 meses,29.0
10449017002,0,42 meses,42.0
10449029705,9,45 meses,45.0
10449029805,4,2 meses,2.0
10449036903,8,45 meses,45.0
10934002403,4,2 meses,2.0
10934024602,0,48 meses,48.0
10934029006,9,48 meses,48.0
10934029007,9,21 meses,21.0
10934037407,9,24 meses,24.0
10934038503,2,5 meses,5.0
10934043202,9,58 meses,58.0
10934047707,8,32 meses,32.0
10934050303,8,57 meses,57.0
10934053304,3,45 meses,45.0
10934053403,8,33 meses,33.0
10254001003,5,34 meses,34.0
10254005502,9,44 meses,44.0
10254005503,2,2 meses,2.0
10254010904,5,21 meses,21.0
10254021105,3,47 meses,47.0
10254021903,7,22 meses,22.0
10254023403,4,41 meses,41.0
10254023504,7,18 meses,18.0
10254028107,1,37 meses,37.0
10254028108,2,8 meses,8.0
10254029703,2,4 meses,4.0
10254032104,4,8 meses,8.0
10440001204,9,54 meses,54.0
10440003004,8,18 meses,18.0
10440003005,2,6 meses,6.0
10440003903,8,14 meses,14.0
10440006402,9,28 meses,28.0
10440011202,5,16 meses,16.0
10440011203,5,16 meses,16.0
10440022802,5,52 meses,52.0
10440035405,9,53 meses,53.0
10440036205,5,56 meses,56.0
10440050905,9,33 meses,33.0
10440055504,5,33 meses,33.0
11194003602,5,47 meses,47.0
11194006503,5,17 meses,17.0
11194017203,5,12 meses,12.0
11194024803,7,15 meses,15.0
11194031103,2,6 meses,6.0
11194031603,0,36 meses,36.0
11194032704,3,22 meses,22.0
11194033603,8,55 meses,55.0
11194033604,7,20 meses,20.0
11194037603,8,53 meses,53.0
11194040404,5,20 meses,20.0
10907009303,0,27 meses,27.0
10907009304,0,27 meses,27.0
10907030602,2,19 meses,19.0
10907035804,3,19 meses,19.0
10907035903,0,19 meses,19.0
10907037404,8,10 meses,10.0
10907037508,8,19 meses,19.0
10907040003,3,51 meses,51.0
10907043003,3,28 meses,28.0
10907044104,9,52 meses,52.0
10907046904,1,56 meses,56.0
10080002503,4,3 meses,3.0
10080003303,5,25 meses,25.0
10080006104,7,7 meses,7.0
10080007904,2,4 meses,4.0
10080009805,4,2 meses,2.0
10080010704,3,48 meses,48.0
10080017203,9,56 meses,56.0
10080018407,5,15 meses,15.0
10080031403,8,33 meses,33.0
10080039204,5,15 meses,15.0
11023000602,5,24 meses,24.0
11023008703,1,28 meses,28.0
11023014204,2,2 meses,2.0
11023015103,8,27 meses,27.0
11023039004,5,36 meses,36.0
11023042105,2,5 meses,5.0
11023043504,1,19 meses,19.0
11023048804,9,47 meses,47.0
11023055403,2,10 meses,10.0
11023055404,1,35 meses,35.0
11023057603,0,57 meses,57.0
11050009603,0,48 meses,48.0
11050013003,2,7 meses,7.0
11050029802,8,47 meses,47.0
11050031302,2,5 meses,5.0
11050039203,7,28 meses,28.0
11050039204,4,1 mês,1.0
11050042202,5,31 meses,31.0
11050043303,7,11 meses,11.0
11050050603,2,6 meses,6.0
11050054103,0,41 meses,41.0
11050056103,9,59 meses,59.0
10943000802,9,37 meses,37.0
10943001703,5,18 meses,18.0
10943001805,3,45 meses,45.0
10943023204,5,32 meses,32.0
10943023205,4,0 meses,0.0
10943040005,2,23 meses,23.0
10865005205,5,17 meses,17.0
10865005504,5,20 meses,20.0
10865014303,2,18 meses,18.0
10865022504,9,43 meses,43.0
10865023005,5,34 meses,34.0
10865025908,6,32 meses,32.0
10865028204,5,12 meses,12.0
10865048905,7,19 meses,19.0
10865057202,5,27 meses,27.0
10865059403,2,8 meses,8.0
10001000105,0,15 meses,15.0
10001005904,5,22 meses,22.0
10001011103,4,7 meses,7.0
10001015509,8,39 meses,39.0
10001018004,9,38 meses,38.0
10001028103,0,37 meses,37.0
10001031303,0,49 meses,49.0
10001031304,0,22 meses,22.0
10001035405,2,1 mês,1.0
10001037302,8,47 meses,47.0
10001037304,5,25 meses,25.0
10001038803,0,51 meses,51.0
10001038804,2,6 meses,6.0
10642040403,3,29 meses,29.0
10642040404,3,45 meses,45.0
10642056002,7,17 meses,17.0
10642058304,1,10 meses,10.0
10642067804,0,46 meses,46.0
10642074303,4,6 meses,6.0
10642074403,2,59 meses,59.0
10642074404,5,24 meses,24.0
10642094907,3,42 meses,42.0
10642096103,4,27 meses,27.0
10642114904,3,59 meses,59.0
10642127008,5,6 meses,6.0
11117001203,5,14 meses,14.0
11117010904,7,39 meses,39.0
11117011502,3,56 meses,56.0
11117019202,5,34 meses,34.0
11117020903,1,51 meses,51.0
11117021402,8,20 meses,20.0
11117023508,7,58 meses,58.0
11117023509,7,19 meses,19.0
11117025302,5,15 meses,15.0
11117026102,1,50 meses,50.0
10626018305,1,54 meses,54.0
10626019402,8,55 meses,55.0
10626019502,1,48 meses,48.0
10626021502,5,30 meses,30.0
10626021503,2,3 meses,3.0
10626021604,5,21 meses,21.0
10626027106,8,11 meses,11.0
10626037804,1,20 meses,20.0
10626040104,6,41 meses,41.0
10626041103,1,46 meses,46.0
10626041204,5,58 meses,58.0
10015005605,4,32 meses,32.0
10015006003,5,15 meses,15.0
10015006502,5,32 meses,32.0
10015006503,2,6 meses,6.0
10015023302,6,37 meses,37.0
10015023303,7,51 meses,51.0
10015027202,7,36 meses,36.0
10015032702,4,2 meses,2.0
10015032703,1,39 meses,39.0
10015033703,7,19 meses,19.0
10015035402,8,56 meses,56.0
10015035403,2,7 meses,7.0
10015038403,5,23 meses,23.0
10015040702,3,12 meses,12.0
11235003902,2,12 meses,12.0
11235040502,8,48 meses,48.0
11235040804,1,21 meses,21.0
11235049803,3,22 meses,22.0
11235061102,5,38 meses,38.0
11235073002,8,29 meses,29.0
11235073003,8,13 meses,13.0
11235074902,9,57 meses,57.0
11235076106,7,23 meses,23.0
11235078102,0,42 meses,42.0
11235080902,8,54 meses,54.0
11225005303,7,16 meses,16.0
11225016903,4,2 meses,2.0
11225017203,1,26 meses,26.0
11225025202,1,52 meses,52.0
11225025302,7,30 meses,30.0
11225028902,5,33 meses,33.0
11225028903,2,6 meses,6.0
11225035403,7,30 meses,30.0
11225043304,7,45 meses,45.0
11225044102,0,53 meses,53.0
11225046102,1,23 meses,23.0
10011003003,8,16 meses,16.0
10011004203,5,41 meses,41.0
10011004305,2,12 meses,12.0
10011007007,5,29 meses,29.0
10011008402,5,20 meses,20.0
10533000106,4,1 mês,1.0
10533000204,5,39 meses,39.0
10533001105,0,11 meses,11.0
10533001905,7,5 meses,5.0
10533004203,5,6 meses,6.0
10533006204,8,22 meses,22.0
10533024403,2,9 meses,9.0
10533026605,2,41 meses,41.0
10533028707,2,7 meses,7.0
10533043304,8,11 meses,11.0
10183002708,5,45 meses,45.0
10183002709,1,28 meses,28.0
10183008204,7,57 meses,57.0
10183010908,4,0 meses,0.0
10183011703,4,4 meses,4.0
10183011903,0,48 meses,48.0
10183021406,8,50 meses,50.0
10183024404,0,57 meses,57.0
10183026705,7,42 meses,42.0
10183027805,6,24 meses,24.0
10183028609,4,2 meses,2.0
10183028610,5,45 meses,45.0
10971005306,0,19 meses,19.0
10971007004,5,46 meses,46.0
10971007204,9,39 meses,39.0
10971011307,4,58 meses,58.0
10971012403,2,4 meses,4.0
10971017406,8,41 meses,41.0
10971020203,5,57 meses,57.0
10971020905,4,3 meses,3.0
10971027204,9,34 meses,34.0
10971032404,4,7 meses,7.0
10152009805,1,59 meses,59.0
10152025105,5,50 meses,50.0
10152034804,5,43 meses,43.0
10152035304,7,27 meses,27.0
10152037304,2,15 meses,15.0
10152037404,0,34 meses,34.0
10152046305,5,24 meses,24.0
10152046404,2,7 meses,7.0
10152047504,5,16 meses,16.0
10152048503,2,16 meses,16.0
11247002303,5,39 meses,39.0
11247002404,3,48 meses,48.0
11247004006,3,47 meses,47.0
11247008303,8,38 meses,38.0
11247013703,4,1 mês,1.0
11247015403,5,12 meses,12.0
11247017703,7,8 meses,8.0
11247017704,8,35 meses,35.0
11247019503,3,12 meses,12.0
11247019506,5,52 meses,52.0
11247022003,8,20 meses,20.0
11247022903,3,57 meses,57.0
11333034003,7,8 meses,8.0
11333034102,2,35 meses,35.0
11333035203,7,30 meses,30.0
11333045003,5,48 meses,48.0
11333045004,5,17 meses,17.0
11333052003,8,15 meses,15.0
11333054904,3,28 meses,28.0
11333055006,8,33 meses,33.0
11333057202,5,16 meses,16.0
11333058003,5,38 meses,38.0
11333058204,2,0 meses,0.0
10195000404,5,7 meses,7.0
10195000503,1,39 meses,39.0
10195000504,4,10 meses,10.0
10195020503,7,50 meses,50.0
10195020603,8,45 meses,45.0
10195028703,5,17 meses,17.0
10195028704,2,2 meses,2.0
10195030703,7,18 meses,18.0
10195030805,3,47 meses,47.0
10195030806,2,3 meses,3.0
10195031903,0,48 meses,48.0
10195031904,2,7 meses,7.0
10195032903,8,16 meses,16.0
10195033703,5,20 meses,20.0
11319000903,2,10 meses,10.0
11319064803,1,25 meses,25.0
11319066904,4,4 meses,4.0
11319068005,8,20 meses,20.0
11319072004,5,50 meses,50.0
11319074003,4,1 mês,1.0
11319077406,2,4 meses,4.0
11319079005,0,54 meses,54.0
11319084103,3,49 meses,49.0
11319085103,2,27 meses,27.0
11291001704,5,18 meses,18.0
11291008304,5,20 meses,20.0
11291008404,5,39 meses,39.0
11291013603,5,35 meses,35.0
11291014503,5,19 meses,19.0
11291016804,5,23 meses,23.0
11291018503,5,55 meses,55.0
11291018603,5,7 meses,7.0
11291035604,2,44 meses,44.0
11291038203,5,27 meses,27.0
10156003003,6,58 meses,58.0
10156003004,6,39 meses,39.0
10156008002,2,7 meses,7.0
10156012602,2,3 meses,3.0
10156016704,0,54 meses,54.0
10156019302,4,39 meses,39.0
10156021102,2,16 meses,16.0
10156021502,2,17 meses,17.0
10538001103,3,40 meses,40.0
10538001104,1,13 meses,13.0
10538003305,0,59 meses,59.0
10538006103,8,29 meses,29.0
10538016402,8,31 meses,31.0
10538035404,5,46 meses,46.0
10538037204,7,44 meses,44.0
10538039503,5,41 meses,41.0
10538040203,0,50 meses,50.0
10538041203,6,43 meses,43.0
10538043503,8,29 meses,29.0
11147003605,5,27 meses,27.0
11147003704,5,22 meses,22.0
11147004305,8,30 meses,30.0
11147004404,8,46 meses,46.0
11147006304,5,14 meses,14.0
11147007206,8,11 meses,11.0
11147008003,3,59 meses,59.0
11147014504,8,47 meses,47.0
11147016003,7,50 meses,50.0
11147016103,7,15 meses,15.0
11147016104,7,42 meses,42.0
10997000204,0,39 meses,39.0
10997000205,7,16 meses,16.0
10997002702,1,48 meses,48.0
10997002703,4,1 mês,1.0
10997006905,8,37 meses,37.0
